GM1,GM2,GM3,GM4,GM7,GM8,GM9,GM10,GM11
2.18E-04,,0.00569668,,,,,,
2.86E-04,,0.00568753,,,,,,
3.57E-04,,0.00569665,,,,,,
4.31E-04,,0.00572122,,,,,,
5.06E-04,,0.00575499,,,,,,
5.81E-04,,0.0057888,,,,,,
6.50E-04,,0.00581167,,,,,,
7.13E-04,,0.00581696,,,,,,
7.73E-04,,0.00581543,,,,,,
8.34E-04,,0.00582463,,,,,,
9.00E-04,,0.00584337,,,,,,
9.72E-04,,0.00585902,,,,,,
1.05E-03,,0.00587062,,,,,,
1.12E-03,,0.00588428,,,,,,
1.19E-03,,0.0058994,,,,,,
1.25E-03,,0.00590927,,,,,,
1.29E-03,,0.0059102,,,,,,
1.33E-03,,0.00590269,,,,,,
1.37E-03,,0.00589055,,,,,,
1.40E-03,,0.00587648,,,,,,
1.42E-03,,0.00585615,,,,,,
1.43E-03,,0.00582575,,,,,,
1.42E-03,,0.00578683,,,,,,
1.40E-03,,0.00574467,,,,,,
1.37E-03,,0.00570564,,,,,,
1.32E-03,,0.00566966,,,,,,
1.26E-03,,0.00563007,,,,,,
1.19E-03,,0.00558228,,,,,,
1.11E-03,,0.00552692,,,,,,
1.03E-03,,0.0054661,,,,,,
9.45E-04,,0.00539734,,,,,,
8.57E-04,,0.00531964,,,,,,
7.64E-04,,0.00524423,,,,,,
6.66E-04,,0.00518496,,,,,,
5.67E-04,,0.00514905,,,,,,
4.70E-04,,0.00513642,,,,,,
3.78E-04,,0.00513922,,,,,,
2.90E-04,,0.00514304,,,,,,
2.08E-04,,0.0051389,,,,,,
1.31E-04,,0.00513082,,,,,,
6.10E-05,,0.00512333,,,,,,
1.51E-06,,0.00511803,,,,,,
-4.49E-05,,0.00511758,,,,,,
-7.61E-05,,0.00512397,,,,,,
-9.12E-05,,0.00513464,,,,,,
-9.04E-05,,0.00515122,,,,,,
-7.51E-05,,0.00517333,,,,,,
-4.77E-05,,0.00519623,,,,,,
-9.99E-06,,0.00521456,,,,,,
3.65E-05,,0.0052254,,,,,,
9.16E-05,,0.00523129,,,,,,
1.57E-04,,0.00524223,,,,,,
2.32E-04,,0.00526657,,,,,,
3.14E-04,,0.00530248,,,,,,
3.96E-04,,0.00533776,,,,,,
4.74E-04,,0.00536429,,,,,,
5.47E-04,,0.00538942,,,,,,
6.10E-04,,0.00542645,,,,,,
6.62E-04,,0.00548329,,,,,,
7.07E-04,,0.00556183,,,,,,
7.47E-04,,0.00565924,,,,,,
7.81E-04,,0.00577121,,,,,,
8.06E-04,,0.00588721,,,,,,
8.21E-04,,0.00599713,,,,,,
8.25E-04,,0.00609384,,,,,,
8.20E-04,,0.00617619,,,,,,
8.08E-04,,0.00625247,,,,,,
7.89E-04,,0.00633321,,,,,,
7.61E-04,,0.00642073,,,,,,
7.24E-04,,0.00650758,,,,,,
6.81E-04,,0.00658686,,,,,,
6.33E-04,,0.00665664,,,,,,
5.81E-04,,0.00671868,,,,,,
5.29E-04,,0.00677609,,,,,,
4.80E-04,,0.00683215,,,,,,
4.35E-04,,0.00688133,,,,,,
3.96E-04,,0.00691583,,,,,,
3.65E-04,,0.0069294,,,,,,
3.47E-04,,0.00692268,,,,,,
3.41E-04,,0.00690774,,,,,,
3.46E-04,,0.00689658,,,,,,
3.61E-04,,0.00689593,,,,,,
3.79E-04,,0.00690995,,,,,,
3.96E-04,,0.00693549,,,,,,
4.10E-04,,0.00696934,,,,,,
4.19E-04,,0.00700875,,,,,,
4.21E-04,,0.00704411,,,,,,
4.17E-04,,0.00706672,,,,,,
4.05E-04,,0.0070785,,,,,,
3.86E-04,,0.00708441,,,,,,
3.58E-04,,0.00708712,,,,,,
3.22E-04,,0.00708088,,,,,,
2.80E-04,,0.00706852,,,,,,
2.31E-04,,0.00706227,,,,,,
1.75E-04,,0.00707217,,,,,,
1.10E-04,,0.00710296,,,,,,
3.31E-05,,0.00714881,,,,,,
-5.72E-05,,0.00719477,,,,,,
-1.57E-04,,0.00723249,,,,,,
-2.66E-04,,0.0072704,,,,,,
-3.83E-04,,0.00731886,,,,,,
-5.08E-04,,0.00738221,,,,,,
-6.36E-04,,0.00745598,,,,,,
-7.63E-04,,0.0075254,,,,,,
-8.85E-04,,0.00758032,,,,,,
-1.00E-03,,0.00762428,,,,,,
-1.11E-03,,0.00767154,,,,,,
-1.22E-03,,0.00773512,,,,,,
-1.32E-03,,0.00781427,,,,,,
-1.41E-03,,0.00789844,,,,,,
-1.50E-03,,0.00797628,,,,,,
-1.58E-03,,0.00804931,,,,,,
-1.65E-03,,0.00812885,,,,,,
-1.72E-03,,0.00822012,,,,,,
-1.78E-03,,0.00831704,,,,,,
-1.84E-03,,0.00840677,,,,,,
-1.89E-03,,0.00848684,,,,,,
-1.93E-03,,0.00856348,,,,,,
-1.97E-03,,0.00863822,,,,,,
-2.00E-03,,0.00871025,,,,,,
-2.03E-03,,0.00877571,,,,,,
-2.06E-03,,0.00882858,,,,,,
-2.07E-03,,0.0088668,,,,,,
-2.07E-03,,0.00889351,,,,,,
-2.07E-03,,0.00892078,,,,,,
-2.06E-03,,0.00895945,,,,,,
-2.04E-03,,0.00900971,,,,,,
-2.02E-03,,0.00906628,,,,,,
-1.99E-03,,0.00911802,,,,,,
-1.93E-03,,0.00915674,,,,,,
-1.87E-03,,0.00917916,,,,,,
-1.79E-03,,0.00918675,,,,,,
-1.70E-03,,0.00918299,,,,,,
-1.60E-03,,0.00917651,,,,,,
-1.50E-03,,0.00918309,,,,,,
-1.39E-03,,0.00921037,,,,,,
-1.28E-03,,0.00925218,,,,,,
-1.18E-03,,0.00929313,,,,,,
-1.07E-03,,0.00932312,,,,,,
-9.76E-04,,0.00934787,,,,,,
-8.89E-04,,0.00937477,,,,,,
-8.13E-04,,0.00940228,,,,,,
-7.49E-04,,0.00942011,,,,,,
-6.93E-04,,0.00941881,,,,,,
-6.44E-04,,0.00939907,,,,,,
-6.06E-04,,0.0093696,,,,,,
-5.77E-04,,0.00934268,,,,,,
-5.56E-04,,0.00932553,,,,,,
-5.40E-04,,0.00931898,,,,,,
-5.25E-04,,0.00931928,,,,,,
-5.07E-04,,0.00931508,,,,,,
-4.86E-04,,0.00929077,,,,,,
-4.63E-04,,0.00924333,,,,,,
-4.37E-04,,0.0091858,,,,,,
-4.10E-04,,0.00913091,,,,,,
-3.80E-04,,0.00908273,,,,,,
-3.48E-04,,0.00903716,,,,,,
-3.17E-04,,0.00899166,,,,,,
-2.87E-04,,0.00894435,,,,,,
-2.60E-04,,0.00889109,,,,,,
-2.32E-04,,0.00882617,,,,,,
-2.00E-04,,0.0087496,,,,,,
-1.62E-04,,0.00867165,,,,,,
-1.15E-04,,0.00860122,,,,,,
-6.35E-05,,0.00854193,,,,,,
-1.24E-05,,0.008496,,,,,,
3.40E-05,,0.00846101,,,,,,
7.63E-05,,0.00842993,,,,,,
1.20E-04,,0.00839685,,,,,,
1.70E-04,,0.00835456,,,,,,
2.28E-04,,0.00830325,,,,,,
2.93E-04,,0.00825506,,,,,,
3.60E-04,,0.00821931,,,,,,
4.26E-04,,0.00819455,,,,,,
4.90E-04,,0.00817258,,,,,,
5.54E-04,,0.00814835,,,,,,
6.17E-04,,0.00812537,,,,,,
6.76E-04,,0.00810603,,,,,,
7.28E-04,,0.00808964,,,,,,
7.71E-04,,0.00807572,,,,,,
8.06E-04,,0.00806429,,,,,,
8.32E-04,,0.00805731,,,,,,
8.54E-04,,0.00805665,,,,,,
8.74E-04,,0.00806098,,,,,,
8.90E-04,,0.00806559,,,,,,
8.95E-04,,0.00806353,,,,,,
8.83E-04,,0.00805229,,,,,,
8.55E-04,,0.00803766,,,,,,
8.17E-04,,0.00802565,,,,,,
7.73E-04,,0.00801679,,,,,,
7.26E-04,,0.0080091,,,,,,
6.74E-04,,0.0080046,,,,,,
6.17E-04,,0.0080061,,,,,,
5.53E-04,,0.00801387,,,,,,
4.87E-04,,0.00802831,,,,,,
4.18E-04,,0.00804783,,,,,,
3.45E-04,,0.00806717,,,,,,
2.68E-04,,0.00807738,,,,,,
1.86E-04,,0.00807159,,,,,,
1.01E-04,,0.00805235,,,,,,
1.69E-05,,0.00802892,,,,,,
-6.53E-05,,0.00800781,,,,,,
-1.45E-04,,0.00799236,,,,,,
-2.27E-04,,0.00798663,,,,,,
-3.14E-04,,0.00799477,,,,,,
-4.06E-04,,0.00801607,,,,,,
-4.98E-04,,0.00804346,,,,,,
-5.86E-04,,0.00806953,,,,,,
-6.69E-04,,0.00809159,,,,,,
-7.42E-04,,0.00810783,,,,,,
-8.06E-04,,0.00811763,,,,,,
-8.62E-04,,0.0081242,,,,,,
-9.14E-04,,0.00812942,,,,,,
-9.67E-04,,0.00813544,,,,,,
-1.02E-03,,0.00815454,,,,,,
-1.08E-03,,0.0081962,,,,,,
-1.13E-03,,0.00825607,,,,,,
-1.19E-03,,0.0083193,,,,,,
-1.24E-03,,0.00837314,,,,,,
-1.31E-03,,0.00841987,,,,,,
-1.38E-03,,0.00845716,,,,,,
-1.46E-03,,0.00848109,,,,,,
-1.54E-03,,0.00849348,,,,,,
-1.62E-03,,0.0085017,,,,,,
-1.71E-03,,0.0085138,,,,,,
-1.80E-03,,0.00853131,,,,,,
-1.90E-03,,0.00854914,,,,,,
-2.00E-03,,0.0085605,,,,,,
-2.09E-03,,0.00856308,,,,,,
-2.18E-03,,0.00855807,,,,,,
-2.27E-03,,0.00855048,,,,,,
-2.36E-03,,0.00854266,,,,,,
-2.44E-03,,0.00853058,,,,,,
-2.52E-03,,0.00850872,,,,,,
-2.60E-03,,0.00847601,,,,,,
-2.66E-03,,0.00843278,,,,,,
-2.71E-03,,0.00838238,,,,,,
-2.75E-03,,0.00832833,,,,,,
-2.80E-03,,0.00827317,,,,,,
-2.86E-03,,0.00821968,,,,,,
-2.92E-03,,0.00816542,,,,,,
-2.98E-03,,0.00810808,,,,,,
-3.05E-03,,0.00805391,,,,,,
-3.13E-03,,0.00800795,,,,,,
-3.21E-03,,0.00796681,,,,,,
-3.30E-03,,0.00792224,,,,,,
-3.37E-03,,0.00786801,,,,,,
-3.44E-03,,0.00779613,,,,,,
-3.49E-03,,0.00770745,,,,,,
-3.55E-03,,0.00761241,,,,,,
-3.59E-03,,0.00752138,,,,,,
-3.63E-03,,0.00743942,,,,,,
-3.67E-03,,0.00736611,,,,,,
-3.69E-03,,0.00729711,,,,,,
-3.70E-03,,0.0072264,,,,,,
-3.69E-03,,0.00715308,,,,,,
-3.66E-03,,0.00708107,,,,,,
-3.62E-03,,0.00701569,,,,,,
-3.56E-03,,0.00695679,,,,,,
-3.49E-03,,0.00689495,,,,,,
-3.41E-03,,0.00681548,,,,,,
-3.32E-03,,0.00671044,,,,,,
-3.22E-03,,0.00658868,,,,,,
-3.13E-03,,0.00647071,,,,,,
-3.03E-03,,0.00637976,,,,,,
-2.94E-03,,0.00632491,,,,,,
-2.86E-03,,0.00629834,,,,,,
-2.78E-03,,0.00628509,,,,,,
-2.71E-03,,0.0062728,,,,,,
-2.66E-03,,0.00625303,,,,,,
-2.61E-03,,0.00622131,,,,,,
-2.57E-03,,0.00618103,,,,,,
-2.53E-03,,0.00614026,,,,,,
-2.50E-03,,0.0060964,,,,,,
-2.47E-03,,0.00604885,,,,,,
-2.43E-03,,0.00601082,,,,,,
-2.39E-03,,0.00599611,,,,,,
-2.36E-03,,0.00600609,,,,,,
-2.32E-03,,0.00602624,,,,,,
-2.29E-03,,0.00604293,,,,,,
-2.25E-03,,0.00605076,,,,,,
-2.22E-03,,0.00604645,,,,,,
-2.18E-03,,0.00603064,,,,,,
-2.14E-03,,0.00601666,,,,,,
-2.09E-03,,0.0060206,,,,,,
-2.04E-03,,0.00604718,,,,,,
-1.98E-03,,0.00608868,,,,,,
-1.91E-03,,0.00612906,,,,,,
-1.83E-03,,0.00615057,,,,,,
-1.75E-03,,0.00614892,,,,,,
-1.68E-03,,0.0061366,,,,,,
-1.61E-03,,0.00612909,,,,,,
-1.53E-03,,0.00612729,,,,,,
-1.44E-03,,0.0061151,,,,,,
-1.35E-03,,0.00608298,,,,,,
-1.25E-03,,0.00603977,,,,,,
-1.15E-03,,0.00599769,,,,,,
-1.06E-03,,0.00595725,,,,,,
-9.79E-04,,0.00591316,,,,,,
-9.10E-04,,0.00586582,,,,,,
-8.53E-04,,0.00581791,,,,,,
-8.07E-04,,0.00576819,,,,,,
-7.73E-04,,0.00571353,,,,,,
-7.47E-04,,0.00565406,,,,,,
-7.23E-04,,0.00559217,,,,,,
-6.93E-04,,0.00552488,,,,,,
-6.58E-04,,0.0054473,,,,,,
-6.20E-04,,0.00536547,,,,,,
-5.84E-04,,0.00528932,,,,,,
-5.56E-04,,0.00522587,,,,,,
-5.36E-04,,0.00517818,,,,,,
-5.21E-04,,0.00514605,,,,,,
-5.07E-04,,0.00512354,,,,,,
-4.90E-04,,0.00510032,,,,,,
-4.66E-04,,0.00506641,,,,,,
-4.34E-04,,0.00501826,,,,,,
-3.96E-04,,0.00495595,,,,,,
-3.57E-04,,0.00488909,,,,,,
-3.20E-04,,0.00483023,,,,,,
-2.87E-04,,0.0047808,,,,,,
-2.57E-04,,0.00473521,,,,,,
-2.29E-04,,0.0046915,,,,,,
-2.03E-04,,0.00464747,,,,,,
-1.77E-04,,0.00460149,,,,,,
-1.51E-04,,0.00455424,,,,,,
-1.28E-04,,0.0045036,,,,,,
-1.08E-04,,0.00444778,,,,,,
-9.06E-05,,0.00439062,,,,,,
-7.77E-05,,0.00434002,,,,,,
-7.18E-05,,0.00430275,,,,,,
-7.04E-05,,0.00427689,,,,,,
-7.09E-05,,0.00424681,,,,,,
-7.42E-05,,0.00420064,,,,,,
-7.95E-05,,0.00414571,,,,,,
-8.44E-05,,0.00409646,,,,,,
-8.93E-05,,0.00405732,,,,,,
-9.52E-05,,0.0040202,,,,,,
-1.03E-04,,0.00397377,,,,,,
-1.15E-04,,0.00391061,,,,,,
-1.34E-04,,0.00383703,,,,,,
-1.60E-04,,0.00376478,,,,,,
-1.92E-04,,0.00369404,,,,,,
-2.29E-04,,0.00362175,,,,,,
-2.68E-04,,0.00354914,,,,,,
-3.06E-04,,0.00347722,,,,,,
-3.39E-04,,0.00340632,,,,,,
-3.68E-04,,0.00333318,,,,,,
-3.92E-04,,0.00325158,,,,,,
-4.10E-04,,0.00315657,,,,,,
-4.21E-04,,0.00305486,,,,,,
-4.23E-04,,0.00296357,,,,,,
-4.13E-04,,0.00289571,,,,,,
-3.90E-04,,0.00284609,,,,,,
-3.55E-04,,0.00279718,,,,,,
-3.13E-04,,0.00273487,,,,,,
-2.66E-04,,0.00265842,,,,,,
-2.16E-04,,0.00257452,,,,,,
-1.67E-04,,0.00248727,,,,,,
-1.21E-04,,0.0023954,,,,,,
-7.74E-05,,0.00229821,,,,,,
-3.79E-05,,0.0022019,,,,,,
-2.58E-06,,0.00211775,,,,,,
2.86E-05,,0.00204954,,,,,,
5.53E-05,,0.00199346,,,,,,
7.76E-05,,0.00193803,,,,,,
9.61E-05,,0.00187235,,,,,,
1.14E-04,,0.00180019,,,,,,
1.38E-04,,0.00173561,,,,,,
1.73E-04,,0.00168511,,,,,,
2.21E-04,,0.00164611,,,,,,
2.82E-04,,0.00161311,,,,,,
3.53E-04,,0.00157868,,,,,,
4.29E-04,,0.00153531,,,,,,
5.05E-04,,0.0014852,,,,,,
5.80E-04,,0.0014395,,,,,,
6.51E-04,,0.00139998,,,,,,
7.19E-04,,0.00135983,,,,,,
7.80E-04,,0.00131224,,,,,,
8.29E-04,,0.00125698,,,,,,
8.68E-04,,0.00120813,,,,,,
9.02E-04,,0.00118004,,,,,,
9.38E-04,,0.00117304,,,,,,
9.78E-04,,0.00117251,,,,,,
1.02E-03,,0.00115867,,,,,,
1.06E-03,,0.00112236,,,,,,
1.09E-03,,0.00107356,,,,,,
1.12E-03,,0.0010393,,,,,,
1.13E-03,,0.00104504,,,,,,
1.14E-03,,0.00109368,,,,,,
1.14E-03,,0.00116901,,,,,,
1.13E-03,,0.00125082,,,,,,
1.12E-03,,0.00132362,,,,,,
1.11E-03,,0.00138669,,,,,,
1.09E-03,,0.00144618,,,,,,
1.08E-03,,0.00150487,,,,,,
1.07E-03,,0.00156522,,,,,,
1.04E-03,,0.00163072,,,,,,
1.01E-03,,0.00169809,,,,,,
9.72E-04,,0.00176645,,,,,,
9.21E-04,,0.00184243,,,,,,
8.63E-04,,0.00193142,,,,,,
8.01E-04,,0.0020329,,,,,,
7.36E-04,,0.00214245,,,,,,
6.69E-04,,0.00225216,,,,,,
6.04E-04,,0.00235082,,,,,,
5.43E-04,,0.00243133,,,,,,
4.87E-04,,0.00249519,,,,,,
4.41E-04,,0.00254913,,,,,,
4.06E-04,,0.0026015,,,,,,
3.85E-04,,0.00266471,,,,,,
3.75E-04,,0.00274958,,,,,,
3.71E-04,,0.00285909,,,,,,
3.70E-04,,0.00298685,,,,,,
3.71E-04,,0.00312104,,,,,,
3.76E-04,,0.00324605,,,,,,
3.83E-04,,0.00335069,,,,,,
3.91E-04,,0.00343506,,,,,,
3.97E-04,,0.0035075,,,,,,
3.98E-04,,0.00357776,,,,,,
3.93E-04,,0.00364973,,,,,,
3.81E-04,,0.00372087,,,,,,
3.60E-04,,0.00379334,,,,,,
3.26E-04,,0.00386929,,,,,,
2.75E-04,,0.0039496,,,,,,
2.08E-04,,0.00403575,,,,,,
1.29E-04,,0.00412096,,,,,,
4.23E-05,,0.00418668,,,,,,
-4.64E-05,,0.00422102,,,,,,
-1.35E-04,,0.00422512,,,,,,
-2.24E-04,,0.0042109,,,,,,
-3.16E-04,,0.00419426,,,,,,
-4.11E-04,,0.00419074,,,,,,
-5.08E-04,,0.00420854,,,,,,
-6.05E-04,,0.00424557,,,,,,
-7.02E-04,,0.00429141,,,,,,
-8.02E-04,,0.00433273,,,,,,
-9.03E-04,,0.00436057,,,,,,
-1.01E-03,,0.00436987,,,,,,
-1.11E-03,,0.00436229,,,,,,
-1.22E-03,,0.00434273,,,,,,
-1.33E-03,,0.00431119,,,,,,
-1.45E-03,,0.0042654,,,,,,
-1.57E-03,,0.00421498,,,,,,
-1.69E-03,,0.00417807,,,,,,
-1.81E-03,,0.00416221,,,,,,
-1.93E-03,,0.00415294,,,,,,
-2.05E-03,,0.00413428,,,,,,
-2.16E-03,,0.00410571,,,,,,
-2.26E-03,,0.00407229,,,,,,
-2.35E-03,,0.0040306,,,,,,
-2.44E-03,,0.00397609,,,,,,
-2.51E-03,,0.00390969,,,,,,
-2.58E-03,,0.00383884,,,,,,
-2.63E-03,,0.0037688,,,,,,
-2.68E-03,,0.00369657,,,,,,
-2.71E-03,,0.00362289,,,,,,
-2.73E-03,,0.0035493,,,,,,
-2.73E-03,,0.00347897,,,,,,
-2.73E-03,,0.00341379,,,,,,
-2.72E-03,,0.00335172,,,,,,
-2.71E-03,,0.00328959,,,,,,
-2.70E-03,,0.00323051,,,,,,
-2.68E-03,,0.00318302,,,,,,
-2.65E-03,,0.00315328,,,,,,
-2.63E-03,,0.00313608,,,,,,
-2.61E-03,,0.00311955,,,,,,
-2.59E-03,,0.00309668,,,,,,
-2.57E-03,,0.00307138,,,,,,
-2.54E-03,,0.00304245,,,,,,
-2.50E-03,,0.00300149,,,,,,
-2.46E-03,,0.00294789,,,,,,
-2.42E-03,,0.00288759,,,,,,
-2.38E-03,,0.00282436,,,,,,
-2.32E-03,,0.00275797,,,,,,
-2.27E-03,,0.00269047,,,,,,
-2.21E-03,,0.00262781,,,,,,
-2.14E-03,,0.00257295,,,,,,
-2.08E-03,,0.00252342,,,,,,
-2.01E-03,,0.00247174,,,,,,
-1.94E-03,,0.00241484,,,,,,
-1.89E-03,,0.0023539,,,,,,
-1.84E-03,,0.0022896,,,,,,
-1.81E-03,,0.00221975,,,,,,
-1.79E-03,,0.00214212,,,,,,
-1.79E-03,,0.00205756,,,,,,
-1.81E-03,,0.00196869,,,,,,
-1.84E-03,,0.00188057,,,,,,
-1.89E-03,,0.0017984,,,,,,
-1.94E-03,,0.00171619,,,,,,
-1.99E-03,,0.00162751,,,,,,
-2.04E-03,,0.00153033,,,,,,
-2.09E-03,,0.00142633,,,,,,
-2.14E-03,,0.00131774,,,,,,
-2.17E-03,,0.00120177,,,,,,
-2.20E-03,,0.00107716,,,,,,
-2.22E-03,,0.000949053,,,,,,
-2.22E-03,,0.000820745,,,,,,
-2.22E-03,,0.000692016,,,,,,
-2.20E-03,,0.00056107,,,,,,
-2.18E-03,,0.000425918,,,,,,
-2.14E-03,,0.000287689,,,,,,
-2.11E-03,,0.000151302,,,,,,
-2.07E-03,,1.80E-05,,,,,,
-2.04E-03,,-0.000115906,,,,,,
-2.02E-03,,-0.000250031,,,,,,
-2.00E-03,,-0.000375179,,,,,,
-1.98E-03,,-0.000482203,,,,,,
-1.95E-03,,-0.000573464,,,,,,
-1.93E-03,,-0.000656617,,,,,,
-1.90E-03,,-0.000736138,,,,,,
-1.88E-03,,-0.000815126,,,,,,
-1.87E-03,,-0.000897745,,,,,,
-1.85E-03,,-0.000986238,,,,,,
-1.84E-03,,-0.00107818,,,,,,
-1.81E-03,,-0.00117094,,,,,,
-1.79E-03,,-0.00126676,,,,,,
-1.75E-03,,-0.00136642,,,,,,
-1.72E-03,,-0.00146502,,,,,,
-1.68E-03,,-0.00156099,,,,,,
-1.63E-03,,-0.00166122,,,,,,
-1.58E-03,,-0.00177451,,,,,,
-1.51E-03,,-0.00190053,,,,,,
-1.45E-03,,-0.00202938,,,,,,
-1.38E-03,,-0.00215375,,,,,,
-1.32E-03,,-0.00227052,,,,,,
-1.26E-03,,-0.00237843,,,,,,
-1.20E-03,,-0.00248163,,,,,,
-1.13E-03,,-0.00258344,,,,,,
-1.05E-03,,-0.00268603,,,,,,
-9.75E-04,,-0.00279305,,,,,,
-9.11E-04,,-0.00290919,,,,,,
-8.62E-04,,-0.0030339,,,,,,
-8.29E-04,,-0.00315631,,,,,,
-8.06E-04,,-0.00326321,,,,,,
-7.84E-04,,-0.00334757,,,,,,
-7.58E-04,,-0.00341579,,,,,,
-7.26E-04,,-0.00348224,,,,,,
-6.97E-04,,-0.00355935,,,,,,
-6.71E-04,,-0.0036523,,,,,,
-6.50E-04,,-0.00375589,,,,,,
-6.30E-04,,-0.00386341,,,,,,
-6.13E-04,,-0.00397015,,,,,,
-5.98E-04,,-0.00407449,,,,,,
-5.79E-04,,-0.00417964,,,,,,
-5.52E-04,,-0.00428869,,,,,,
-5.13E-04,,-0.00439802,,,,,,
-4.61E-04,,-0.00450068,,,,,,
-3.94E-04,,-0.00459781,,,,,,
-3.15E-04,,-0.00470093,,,,,,
-2.31E-04,,-0.00481668,,,,,,
-1.45E-04,,-0.00494491,,,,,,
-5.80E-05,,-0.00507971,,,,,,
3.08E-05,,-0.00521021,,,,,,
1.20E-04,,-0.00532948,,,,,,
2.05E-04,,-0.00543937,,,,,,
2.85E-04,,-0.00554531,,,,,,
3.54E-04,,-0.00564827,,,,,,
4.14E-04,,-0.00574852,,,,,,
4.64E-04,,-0.0058556,,,,,,
5.03E-04,,-0.00597464,,,,,,
5.31E-04,,-0.00609923,,,,,,
5.46E-04,,-0.00622158,,,,,,
5.48E-04,,-0.00633693,,,,,,
5.41E-04,,-0.00644364,,,,,,
5.28E-04,,-0.00654462,,,,,,
5.16E-04,,-0.00664716,,,,,,
5.08E-04,,-0.00675969,,,,,,
5.05E-04,,-0.00688828,,,,,,
5.05E-04,,-0.00702999,,,,,,
5.09E-04,,-0.00717429,,,,,,
5.16E-04,,-0.00731392,,,,,,
5.30E-04,,-0.00744165,,,,,,
5.51E-04,,-0.00754968,,,,,,
5.78E-04,,-0.00763595,,,,,,
6.11E-04,,-0.00770708,,,,,,
6.47E-04,,-0.00776938,,,,,,
6.85E-04,,-0.00783334,,,,,,
7.26E-04,,-0.00791089,,,,,,
7.71E-04,,-0.0080038,,,,,,
8.16E-04,,-0.00810103,,,,,,
8.63E-04,,-0.00819139,,,,,,
9.08E-04,,-0.0082717,,,,,,
9.48E-04,,-0.00834488,,,,,,
9.81E-04,,-0.00841187,,,,,,
1.01E-03,,-0.00847654,,,,,,
1.04E-03,,-0.00854944,,,,,,
1.07E-03,,-0.00864068,,,,,,
1.09E-03,,-0.00874785,,,,,,
1.12E-03,,-0.00886165,,,,,,
1.15E-03,,-0.00897636,,,,,,
1.18E-03,,-0.00908767,,,,,,
1.21E-03,,-0.00919177,,,,,,
1.24E-03,,-0.00928323,,,,,,
1.27E-03,,-0.00935645,,,,,,
1.29E-03,,-0.00941087,,,,,,
1.30E-03,,-0.00945396,,,,,,
1.30E-03,,-0.00949604,,,,,,
1.27E-03,,-0.00953944,,,,,,
1.22E-03,,-0.00958113,,,,,,
1.16E-03,,-0.00961815,,,,,,
1.08E-03,,-0.00965166,,,,,,
9.95E-04,,-0.00968554,,,,,,
9.09E-04,,-0.00972579,,,,,,
8.23E-04,,-0.00977306,,,,,,
7.42E-04,,-0.00981636,,,,,,
6.66E-04,,-0.00984619,,,,,,
5.98E-04,,-0.00986419,,,,,,
5.42E-04,,-0.00988049,,,,,,
5.00E-04,,-0.00990787,,,,,,
4.76E-04,,-0.00995422,,,,,,
4.67E-04,,-0.0100182,,,,,,
4.71E-04,,-0.0100916,,,,,,
4.86E-04,,-0.0101574,,,,,,
5.12E-04,,-0.0102041,,,,,,
5.49E-04,,-0.0102343,,,,,,
5.95E-04,,-0.010254,,,,,,
6.48E-04,,-0.0102678,,,,,,
7.09E-04,,-0.0102785,,,,,,
7.77E-04,,-0.0102896,,,,,,
8.50E-04,,-0.0102972,,,,,,
9.29E-04,,-0.0102875,,,,,,
1.01E-03,,-0.0102483,,,,,,
1.10E-03,,-0.0101878,,,,,,
1.19E-03,,-0.0101278,,,,,,
1.28E-03,,-0.0100825,,,,,,
1.35E-03,,-0.010051,,,,,,
1.42E-03,,-0.0100246,,,,,,
1.49E-03,,-0.00999787,,,,,,
1.55E-03,,-0.00996367,,,,,,
1.62E-03,,-0.0099085,,,,,,
1.69E-03,,-0.00982607,,,,,,
1.75E-03,,-0.00973106,,,,,,
1.80E-03,,-0.00964824,,,,,,
1.85E-03,,-0.00959372,,,,,,
1.89E-03,,-0.00956673,,,,,,
1.93E-03,,-0.00955493,,,,,,
1.97E-03,,-0.00954711,,,,,,
2.00E-03,,-0.00953709,,,,,,
2.03E-03,,-0.0095267,,,,,,
2.06E-03,,-0.00952245,,,,,,
2.09E-03,,-0.00952701,,,,,,
2.11E-03,,-0.00953684,,,,,,
2.13E-03,,-0.00954542,,,,,,
2.14E-03,,-0.00954917,,,,,,
2.14E-03,,-0.00954718,,,,,,
2.15E-03,,-0.00954371,,,,,,
2.15E-03,,-0.00954751,,,,,,
2.15E-03,,-0.00956053,,,,,,
2.16E-03,,-0.0095724,,,,,,
2.17E-03,,-0.00956604,,,,,,
2.18E-03,,-0.00953425,,,,,,
2.18E-03,,-0.00948044,,,,,,
2.17E-03,,-0.00941534,,,,,,
2.15E-03,,-0.00935647,,,,,,
2.12E-03,,-0.00931632,,,,,,
2.08E-03,,-0.00929547,,,,,,
2.03E-03,,-0.00928354,,,,,,
1.97E-03,,-0.0092661,,,,,,
1.91E-03,,-0.00923757,,,,,,
1.84E-03,,-0.00920709,,,,,,
1.76E-03,,-0.00918253,,,,,,
1.68E-03,,-0.00916341,,,,,,
1.60E-03,,-0.00914515,,,,,,
1.53E-03,,-0.00912518,,,,,,
1.46E-03,,-0.00910533,,,,,,
1.40E-03,,-0.0090864,,,,,,
1.36E-03,,-0.00906922,,,,,,
1.33E-03,,-0.00905443,,,,,,
1.31E-03,,-0.00903482,,,,,,
1.29E-03,,-0.0090006,,,,,,
1.27E-03,,-0.00895263,,,,,,
